"id_prestador","ds_situacao","ds_tipo_pessoa","nm_prestador","ds_municipio","ds_estado","dt_inclusao","ds_tipo","ds_classificacao"
954,"ATIVO","PESSOA FÍSICA","Glauco Veloso Rodarte de Melo","Sao Jose do Rio Preto","SP","2011-05-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
955,"ATIVO","PESSOA FÍSICA","JOAO PAULO SCAMARDI SILVADO","Potirendaba","SP","2011-06-16","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1245,"ATIVO","PESSOA FÍSICA","NAIARA TAIS DE ANDRADE TEIXEIRA ","Olimpia","SP","2018-11-13","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1246,"ATIVO","PESSOA FÍSICA","Valeria da Silva Jose Damasceno","Monte Aprazivel","SP","2018-11-16","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1247,"ATIVO","PESSOA FÍSICA","Taiana Silva Machado","Frutal","MG","2018-11-16","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1248,"ATIVO","PESSOA FÍSICA","CARLOS RENATO DE OLIVEIRA SOUZA","Olimpia","SP","2018-11-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1249,"ATIVO","PESSOA FÍSICA","Gabriele Gonçalves Pereira","Jose Bonifacio","SP","2018-11-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1250,"ATIVO","PESSOA FÍSICA","Monica da Silva","Jose Bonifacio","SP","2018-11-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1251,"ATIVO","PESSOA FÍSICA","CLAUDIA TAKAHASHI ATANES DE QUEIROZ","Sao Jose do Rio Preto","SP","2018-11-22","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1252,"INATIVO","PESSOA FÍSICA","Eduardo Silveira Ferreira","Iturama","MG","2018-12-03","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1253,"INATIVO","PESSOA FÍSICA","Danilo Jose Munhoz da Silva","Sao Jose do Rio Preto","SP","2018-12-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1254,"INATIVO","PESSOA FÍSICA","Laura Garcia Gerolin","Barretos","SP","2018-12-13","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1256,"ATIVO","PESSOA FÍSICA","Matheus Iago Prais Juliao","Frutal","MG","2019-01-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1257,"INATIVO","PESSOA FÍSICA","Jessyka Valdisser Jaculi Teixeira Garcia","Frutal","MG","2019-01-09","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1258,"ATIVO","PESSOA FÍSICA","Andre Galati de Carvalho","Barretos","SP","2019-01-11","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1259,"ATIVO","PESSOA FÍSICA","Aline Carolina Leal dos Santos","Sao Jose do Rio Preto","SP","2019-01-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1260,"ATIVO","PESSOA FÍSICA","Daiane Colman Cassaro Pagani","Potirendaba","SP","2019-01-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1261,"ATIVO","PESSOA FÍSICA","Maria Fernanda Roman Truffa","Potirendaba","SP","2019-01-17","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1262,"INATIVO","PESSOA FÍSICA","Marcos Uzelac Kano Rodrigues","Potirendaba","SP","2019-01-17","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1263,"ATIVO","PESSOA FÍSICA","Josenilson Campos de Oliveira","Potirendaba","SP","2019-01-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1562,"INATIVO","PESSOA FÍSICA","Andre Neves Alves","Sao Jose do Rio Preto","SP","2023-03-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1563,"INATIVO","PESSOA FÍSICA","Eduardo de Martin Guedes Carvalho Costa","Sao Jose do Rio Preto","SP","2023-03-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1564,"ATIVO","PESSOA FÍSICA","Luana Vilches Cagnim Nuevo","Mirassol","SP","2023-03-13","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1565,"ATIVO","PESSOA FÍSICA","Manuela de Paula Ribeiro","Sao Jose do Rio Preto","SP","2023-03-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1566,"ATIVO","PESSOA FÍSICA","Helena Isabel Vasconcelos D'Almeida","Penapolis","SP","2023-03-21","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1567,"ATIVO","PESSOA FÍSICA","Ally Alahmar Filho","Barretos","SP","2023-03-23","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1568,"ATIVO","PESSOA FÍSICA","Murilo Barato Agudo Romao","Sao Jose do Rio Preto","SP","2023-03-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1569,"ATIVO","PESSOA FÍSICA","DIOGO GABRIEL FLORINDO","Sao Jose do Rio Preto","SP","2023-04-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1570,"INATIVO","PESSOA FÍSICA","Renan de Souza Melo","Sao Jose do Rio Preto","SP","2023-04-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1571,"ATIVO","PESSOA FÍSICA","MATEUS CALIXTO COLTURATO","Sao Jose do Rio Preto","SP","2023-04-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1572,"ATIVO","PESSOA FÍSICA","BRUNO VITA RICCI","Sao Jose do Rio Preto","SP","2023-04-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1573,"ATIVO","PESSOA FÍSICA","Thais de Freitas Peraro","Sao Jose do Rio Preto","SP","2023-05-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1574,"ATIVO","PESSOA FÍSICA","Amanda Trabachini Lotierzo","Sao Jose do Rio Preto","SP","2023-05-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1575,"ATIVO","PESSOA FÍSICA","Junia Kiill Benetti","Penapolis","SP","2023-05-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1576,"ATIVO","PESSOA FÍSICA","Luis Eduardo Giollo Cesar","Penapolis","SP","2023-05-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1577,"ATIVO","PESSOA FÍSICA","Lucas Borba Ferreira de Souza","Penapolis","SP","2023-05-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
2840,"ATIVO","PESSOA FÍSICA","Catia Luiza Cevada de Melo","Fernandopolis","SP","2023-05-15","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
2841,"INATIVO","PESSOA FÍSICA","Carolina Pellisson Carvalho Tosta","Sao Jose do Rio Preto","SP","2023-05-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
3286,"ATIVO","PESSOA FÍSICA","Ana Maria Fernandes de Souza Beraldo","Sebastianopolis do Sul","SP","2024-02-14","SAD","Não Contratualizado - SAD"
164,"ATIVO","PESSOA FÍSICA","LUIS FERNANDO MARTINS BUCATER","Jose Bonifacio","SP","1992-03-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
165,"INATIVO","PESSOA FÍSICA","Albertino Mauricio Marques Santana","Jose Bonifacio","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
166,"ATIVO","PESSOA FÍSICA","Denise Maria Nalim Bucater","Jose Bonifacio","SP","1993-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
167,"INATIVO","PESSOA FÍSICA","Marlene de Fatima Costa Pirondi","Macaubal","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
168,"ATIVO","PESSOA FÍSICA","Jose Eduardo Sanches Arantes","Mirassol","SP","1996-11-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
169,"INATIVO","PESSOA FÍSICA","Carlos Eduardo Fochi","Mirassol","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
170,"INATIVO","PESSOA FÍSICA","Delcides Brassolati","Mirassol","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
171,"INATIVO","PESSOA FÍSICA","Luiz Fernando Guirado","Mirassol","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
172,"ATIVO","PESSOA FÍSICA","GILSON GERALDES MISKO","Mirassol","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
173,"ATIVO","PESSOA FÍSICA","Cristina Gordo Peres Francisco","Mirassol","SP","1995-07-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
174,"ATIVO","PESSOA FÍSICA","JOAO CARLOS NAVARRETE","Mirassol","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
175,"ATIVO","PESSOA FÍSICA","JOSE EDUARDO SEGANTINI LEMOS","Mirassol","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
176,"ATIVO","PESSOA FÍSICA","MAURO LUIZ COSTA","Mirassol","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
177,"INATIVO","PESSOA FÍSICA","Eldo Gilberto Francisco","Mirassol","SP","1995-07-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
178,"INATIVO","PESSOA FÍSICA","Margaret Arantes Lima","Mirassol","SP","1997-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
179,"ATIVO","PESSOA FÍSICA","Janete Aparecida Fares Sabbag","Mirassol","SP","1992-07-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
180,"INATIVO","PESSOA FÍSICA","Daniel Laguna Junior","Mirassol","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
181,"INATIVO","PESSOA FÍSICA","Jose Germano Ferraz de Arruda","Mirassol","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
163,"ATIVO","PESSOA FÍSICA","Marcos Teixeira Cesar","Sao Jose do Rio Preto","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
956,"ATIVO","PESSOA FÍSICA","Jose Vicente Maia","Sao Jose do Rio Preto","SP","2011-07-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
957,"INATIVO","PESSOA FÍSICA","Nazira Manoelina Antunes","Sao Jose do Rio Preto","SP","2011-08-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
958,"INATIVO","PESSOA FÍSICA","Debora Chamelete","Sao Jose do Rio Preto","SP","2011-08-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
959,"ATIVO","PESSOA FÍSICA","Shinhiti Morita","Sao Jose do Rio Preto","SP","2011-08-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
960,"INATIVO","PESSOA FÍSICA","Tatiana Assad Domingos Theodoropoulos","Potirendaba","SP","2011-08-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
961,"ATIVO","PESSOA FÍSICA","Paulo Jose Rossi Salles","Sao Jose do Rio Preto","SP","2011-09-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
962,"INATIVO","PESSOA FÍSICA","Andrea Aparecida Monne","Mirassol","SP","2011-10-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
963,"INATIVO","PESSOA FÍSICA","Frederico Marques Neves","Jales","SP","2011-11-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
964,"INATIVO","PESSOA FÍSICA","Emerson Cestari Marino","Potirendaba","SP","2011-11-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
965,"INATIVO","PESSOA FÍSICA","Clery Ortiz Pagoto","Sao Jose do Rio Preto","SP","2011-12-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
967,"ATIVO","PESSOA FÍSICA","Eduardo Lievana Mangolin","Nhandeara","SP","2012-01-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
968,"INATIVO","PESSOA FÍSICA","Aline Barbosa Maia","Sao Jose do Rio Preto","SP","2012-01-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
969,"ATIVO","PESSOA FÍSICA","ELIZIARIO BARBOSA DE SIQUEIRA JUNIOR","Auriflama","SP","2012-01-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
970,"INATIVO","PESSOA FÍSICA","Camila Soares Spolaor","Nova Granada","SP","2012-01-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
971,"INATIVO","PESSOA FÍSICA","Ana Karina Dellatorre Nicolau","Potirendaba","SP","2012-01-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
972,"INATIVO","PESSOA FÍSICA","Fernanda Aparecida Aguiar","Sao Jose do Rio Preto","SP","2012-01-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
973,"INATIVO","PESSOA FÍSICA","Oswaldo Passos Filho","Sao Jose do Rio Preto","SP","2012-01-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
974,"INATIVO","PESSOA FÍSICA","Thais Silva Lago Florenca","Jose Bonifacio","SP","2012-01-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1264,"INATIVO","PESSOA FÍSICA","Edvaldo Miguel Evarini","Barretos","SP","2019-01-23","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1265,"INATIVO","PESSOA FÍSICA","Marilia Capuço Oliveira","Sao Jose do Rio Preto","SP","2019-01-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1266,"ATIVO","PESSOA FÍSICA","Leadna Arroio Ruy","Fernandopolis","SP","2019-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1267,"INATIVO","PESSOA FÍSICA","Danniely Marques de Lima","Iturama","MG","2019-02-04","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1268,"INATIVO","PESSOA FÍSICA","Paula Fortuci Resende Botelho","Barretos","SP","2019-02-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1269,"INATIVO","PESSOA FÍSICA","Luzia Aleixo Barros Leite Fadul","Sao Jose do Rio Preto","SP","2019-02-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1270,"INATIVO","PESSOA FÍSICA","Benedito Aparecido Caiel","Barretos","SP","2019-02-15","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1271,"ATIVO","PESSOA FÍSICA","RANIERE DE QUEIROZ MAMEDE","Iturama","MG","2019-02-18","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1272,"ATIVO","PESSOA FÍSICA","ILDO LUIZ CARRILHO DE CASTRO","Frutal","MG","2019-02-21","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1273,"ATIVO","PESSOA FÍSICA","LILIANNE ALVES SALOMÃO","Frutal","MG","2019-02-21","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1274,"INATIVO","PESSOA FÍSICA","PATRICIA LELLIS CARLE CASSUCI","Potirendaba","SP","2019-02-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1275,"INATIVO","PESSOA FÍSICA","Vinicius Gomes Coelho","Iturama","MG","2019-02-25","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1276,"INATIVO","PESSOA FÍSICA","Amanda Laguna Cury","Sao Jose do Rio Preto","SP","2019-03-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1277,"INATIVO","PESSOA FÍSICA","Daniel Ferreira Assunçao","Frutal","MG","2019-03-14","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1278,"ATIVO","PESSOA FÍSICA","LUIZA RODRIGUES MAZZOLA","Olimpia","SP","2019-03-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1279,"ATIVO","PESSOA FÍSICA","Anarely Andrade Rezende Junqueira","Frutal","MG","2019-03-29","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1280,"ATIVO","PESSOA FÍSICA","JOSE LUIZ IUNES FILHO","Barretos","SP","2019-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1281,"ATIVO","PESSOA FÍSICA","Carlos Maciel da Silva","Barretos","SP","2019-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1282,"INATIVO","PESSOA FÍSICA","Cassio Meinberg Geraige","Barretos","SP","2019-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1283,"ATIVO","PESSOA FÍSICA","Eliana Lourenco Borges","Barretos","SP","2019-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1589,"ATIVO","PESSOA FÍSICA","FRANCINE RUYS MARQUIOLLI","Mirassol","SP","2014-11-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1590,"INATIVO","PESSOA FÍSICA","SILVANIA DE CASSIA FENERICH STELLUTO","Sao Jose do Rio Preto","SP","2015-05-15","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
2859,"ATIVO","PESSOA FÍSICA","RENATA LACERDA DOS SANTOS","Frutal","MG","2023-06-16","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1593,"INATIVO","PESSOA FÍSICA","JULIANA PAVAN","Frutal","MG","2016-09-29","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1594,"INATIVO","PESSOA FÍSICA","JASSON CASTRO JUNIOR","Sao Jose do Rio Preto","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1595,"INATIVO","PESSOA FÍSICA","SUZI SILVANA FERRETTI GONCALVES","Sao Jose do Rio Preto","SP","2013-10-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1597,"ATIVO","PESSOA FÍSICA","LUIS HENRIQUE MATHIEL","Jales","SP","2009-04-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1598,"INATIVO","PESSOA FÍSICA","LEIDE SILVA DO CARMO","Frutal","MG","2016-10-31","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1599,"ATIVO","PESSOA FÍSICA","BRUNA APARECIDA REIS CARVALHO FERNANDES","Frutal","MG","2019-09-17","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1600,"INATIVO","PESSOA FÍSICA","MARIO FERNANDO BRITO DOMINGOS","Sao Jose do Rio Preto","SP","1998-11-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1601,"ATIVO","PESSOA FÍSICA","LINDOLPHO GUIMARAES CORREA NETO","Sao Jose do Rio Preto","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1602,"INATIVO","PESSOA FÍSICA","ELTON ALONSO POMPEU","Sao Jose do Rio Preto","SP","2018-01-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1603,"ATIVO","PESSOA FÍSICA","CARLOS EDUARDO GRASSI MAZZETTO","Bady Bassitt","SP","2006-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1604,"ATIVO","PESSOA FÍSICA","ROBERTO SANT ANNA SERGIO","Sao Jose do Rio Preto","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1605,"ATIVO","PESSOA FÍSICA","JOAO RODRIGUES MOREIRA FILHO","General Salgado","SP","1992-07-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1606,"INATIVO","PESSOA FÍSICA","CARINA IORIO CARDOZO","Paulo de Faria","SP","2017-08-22","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1607,"ATIVO","PESSOA FÍSICA","TAIS REGINA CARRIJO DOMICIANO ANDRADE","Barretos","SP","2021-03-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1608,"INATIVO","PESSOA FÍSICA","IZABELA FREITAS MARQUES DE QUEIROZ SANTOS","Iturama","MG","2018-06-12","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
183,"ATIVO","PESSOA FÍSICA","Nivaldo Luiz Arangues Montoro","Monte Aprazivel","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
184,"ATIVO","PESSOA FÍSICA","Ubirajara Paronetto de Oliveira","Monte Aprazivel","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
185,"INATIVO","PESSOA FÍSICA","Cassiano da Silveira","Monte Aprazivel","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
186,"INATIVO","PESSOA FÍSICA","Helio Lisciotto","Monte Aprazivel","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
187,"ATIVO","PESSOA FÍSICA","Nadyr Satie Nagata","Monte Aprazivel","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
188,"ATIVO","PESSOA FÍSICA","LAUDECIR HELENA PRIOLI","Monte Aprazivel","SP","1993-03-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
189,"INATIVO","PESSOA FÍSICA","Maria Angela Aredes Alves Ferreira","Monte Aprazivel","SP","1995-08-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
190,"ATIVO","PESSOA FÍSICA","Fuad Salim Marina Junior","Tanabi","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
191,"ATIVO","PESSOA FÍSICA","MARIO LUCIANO MACRI","Monte Aprazivel","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
192,"ATIVO","PESSOA FÍSICA","Luiz Antonio Munhoz Bogaz","Monte Aprazivel","SP","1997-07-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
193,"ATIVO","PESSOA FÍSICA","Marcia Helena Goncalves Oliveira","Monte Aprazivel","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
194,"INATIVO","PESSOA FÍSICA","Osvaldo Perezi Filho","Monte Aprazivel","SP","1992-01-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
195,"ATIVO","PESSOA FÍSICA","Silmara Cristina Rodrigues Sanches","Monte Aprazivel","SP","1996-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
196,"ATIVO","PESSOA FÍSICA","Adair Carvalho da Silveira","Nhandeara","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
